"PORT_ID","CODE","NAME","COUNTRY","IS_DELETED"
"011464e6-2513-431c-860d-a24ae54bcdd8","VFRWNK","Kibiti","AL",0
"01150d69-ba32-4c95-b6d9-7dec5f0d6eb4","MOGCVK","Valencia","HR",0
"012b93ff-9281-48b3-b006-5137360d4b7e","ZBQWON","Komyshuvakha","CI",0
"012c98da-9bbe-4d4e-b287-34812bac1724","GFFCES","Bherāmāra","HR",0
"013f2d0e-0b44-444a-bb94-061a86ca11f6","TLPYXP","Valparaíso","LY",0
"014ec319-9450-499c-b924-a06734c5fc47","TEDSQY","Lobitos","AZ",0
"0151bcfd-e43d-42b0-8d45-09b484e8b1e6","YFCZWH","Žlutice","SD",0
"0153fa46-2d1b-4f10-91e5-cc7c7d70513a","KMISNE","Sakchu-ŭp","HU",0
"015aa189-807c-489f-9df7-6aa46aca472f","KSNKNK","Honjō","MM",0
"015bbaa5-3ffb-4c0f-9e37-4e2374f73059","KLLQUS","Tukan","NL",0
"0167f399-f9d4-40fe-a83a-091d875ec895","IZKKLD","Marseille","TN",0
"016f6d17-14c2-49f9-8916-a341efc437e1","LKVRQY","Zuénoula","JP",0
"01719d2a-b221-41ca-931d-58065b0ca7de","CQWPND","Staryy Merchyk","TM",0
"017a2bbf-6a2e-43bd-a457-aaff5173a59c","NEXZPW","Shuidong","PS",0
"017b9efa-31cb-474b-9e34-79ebefce836a","KNEIHP","Tcholliré","BD",0
"017f45ff-89f8-4df5-b412-14d2682c0c66","EEKLUS","Paujiles","PA",0
"01802b9e-733e-4737-9718-db57ce7ed48a","IWAREP","Baixi","SB",0
"018736d6-7ae1-4ab7-89ff-8cf18cb82a2f","YZXWLL","Tiko","SE",0
"018d1dfc-d76f-4497-86f9-5795b065fa3d","NSQSUY","Nāḩīyat Saddat al Hindīyah","LA",0
"018dfd23-5044-49dc-a922-4650dcdde178","BSRRUY","Spétses","BB",0
"018ed0d5-d303-4253-9e3e-f31288fc8c7e","FVAITO","Quatro Barras","GR",0
"01917bff-0288-408e-9f91-5369212de8a5","DFRRCY","Xiaoxi","SD",0
"0191be9f-f95a-4255-99db-b249bf92c7b3","GBXDSV","Kořenov","KG",0
"01974679-0eb9-41d0-9d11-e2ef10090cfe","IXAXLK","Māmu Kānjan","PK",0
"0197d5c7-3f08-4f50-a3a5-c6e9b0a6abec","LTIOAR","Ermida","BI",0
"019c4548-ee5e-43b2-b4f9-838c3523ff59","ANPMGP","Xieba","PF",0
"019f8713-23f8-4d5c-9d5d-71640a4a8f00","UUJTJH","Cullalabo del Sur","PE",0
"01a57a7f-e62e-45f9-b656-1d26128a935b","KLWMAP","Jinfeng","LU",0
"01b5a27a-8bb8-46c4-97c2-9bc9ebe1ff3c","KVSIGU","Jinping","MA",0
"01bcdeea-6232-4eba-bc0c-b94ea78b5b53","HXFPPV","Fuzhiping","TM",0
"01c2cca0-1591-4f92-8543-d70da5be9639","PBQIKH","Ziguinchor","BG",0
"01c364bd-fd11-4c22-8f74-ff79ece5b074","HLAWCL","Divača","HR",0
"01c426a3-16cc-4ad0-b179-0c28d351d555","RMOODS","Palkovice","LT",0
"01c57211-ac76-45ca-9778-3bdfcaa9de7b","RCCQHH","Rivera","HT",0
"01c9ba8d-230e-4759-acd2-600b86b6b2d9","XJFEQN","Barranca","MK",0
"01cd3937-998b-494b-ae40-b34b018344fc","BFBTGK","Baras","BY",0
"01ce7dbe-95ed-46bf-be38-350e0d9b09d0","HLOMBT","Guojiazhuang","PN",0
"01d0c299-8fed-45dc-88f9-b9cc4af23538","NYBWJR","Madīnat ash Shamāl","SD",0
"01e61a36-167b-4da6-830f-0bd2e60296da","NWYPUU","Jianxin","NL",0
"01e6f675-204c-4fdd-8b58-eaf7a3f84f68","CYKDNN","Grindavík","NG",0
"01f44b20-be3a-4073-84a2-dcf93135781e","ECTAJL","Hongkeli","MN",0
"01f8c893-56f4-42d8-be05-221f284c680f","QZTUVN","Luoping","PT",0
"01fd4037-85dd-4c4c-b3df-d746bb4e8be9","XIXEPI","Santa Maria","SY",0
"0202f4ff-8ba6-4d0d-85f7-1b2685f0362d","FIZVHS","Miranda","ET",0
"0209198e-4041-4473-b2c1-ce310fb720db","YWELTX","Babakan","KG",0
"020cd7ba-f35c-4349-afe9-368117c5b8c3","CXFQPS","Kostryzhivka","ZA",0
"02140f23-3c6f-4982-928d-d7576e254a1a","AISTEQ","Tulsa","GA",0
"021c7cbc-53ef-4c6c-8f85-785384b92d08","OSISBC","Zwolle","ZA",0
"023256db-5782-4c58-9f14-8f8dae1dab68","ECWCRZ","Sasovo","ZA",0
"02362170-8be4-4299-90f7-6690bd3e584a","XDPJNQ","Stockholm","MD",0
"024179ab-4fde-447f-8b8d-d9cc418f81a7","LMJYXT","Solna","KE",0
"0247af79-aae6-4423-afb0-eb0acee63dfe","YMEUDH","Verkhoshizhem’ye","PS",0
"024eb8ee-757e-4695-9b69-18eb81b7deaa","SGSCDB","Świętajno","AX",0
"025374f4-d1a4-4360-98a4-a6c66e9b0cd2","LNJOBX","Lingzhi","AU",0
"02583bef-3bc8-4636-8bdf-24295aea832f","TGBSUP","Girijaya","DE",0
"0261bed9-79c2-44ba-a721-de9e30104f04","WBTTYC","Yala","PH",0
"027698a5-9507-4534-9659-70819a8f57aa","PIYZEG","Siay","NO",0
"0278ade2-d606-4ef8-a03b-fbdfbcdd5db4","FIYDVE","Ichupampa","RU",0
"027ae668-e85f-4986-800c-7d5ab80e1ac7","ZHHIGI","Takaishi","ET",0
"02821aee-08fa-4530-8dc6-a9e24d35b118","XRWIHB","Nobeoka","BG",0
"02858ad2-9d53-4e81-a63e-cea4fa23d2bb","JLMSAR","Talawakele","MN",0
"028f48fd-c5ab-4812-88a8-51afe2bb489f","DRWAHR","Pensacola","CA",0
"02940aa8-0f22-471b-92d0-c8068b7f6d61","ESSKMS","San Nicolas","PE",0
"029972d0-b3b0-481f-b3d4-6a850f1d4b78","VTLQUL","Gīvī","AZ",0
"02a7c1a4-168e-4fee-90ab-203e84fd220f","JQPHCA","Jayawangi","GT",0
"02aab880-1ec0-41f1-befc-659bb0e3aab2","IEGPOF","Xilin Hot","LV",0
"02b9611f-533b-4f71-ae42-63585a6d6b13","CKTBSM","Kotabaru","PK",0
"02bcd01a-a73a-494b-a7aa-01dba6105026","DHODMX","Liwonde","TJ",0
"02c2b856-e6d0-4eb9-b87a-8dee957fa2e8","PBKWNG","Mulan","AZ",0
"02c4e9d9-fb4a-4b50-82ff-8c230acbe941","SQDGSQ","Burauen","TH",0
"02d0cd02-67e4-438c-85a2-60ebddf3f252","FBTPYP","Kez","HT",0
"02d5a764-9b71-4f99-90f9-8bb042ca3690","VSFDYE","Bambari","CV",0
"02db9775-abef-4a65-b803-efe999e16964","QOHALU","Tiadiaye","BG",0
"02e2cfeb-0bb1-46df-b502-0378c9b3165f","QNWAWM","Oslo","EC",0
"02e6665c-c932-4bf9-850e-ed677f77acf7","EDJSSO","Strzyżowice","BF",0
"02e72dcb-4df7-42e4-b6f8-e116a1d6d276","MFXHJF","Maesan","XK",0
"02f06458-ba9e-4768-9b67-9ddb89663ad2","BMFSRO","Uppsala","TZ",0
"03040ac5-11c0-4f1a-84d0-715c3c5bc715","VVWNAD","Tužno","AR",0
"030848b3-9042-4ba9-a9da-348c4ec5196a","XJQSDR","Kvänum","KE",0
"0310f871-3832-4348-be59-bb02ef6044b0","FGBWVQ","Veyno","TH",0
"031140e0-426c-4198-a119-fc5e295acebb","PUHCHK","Johor Bahru","TZ",0
"0330c141-39f4-4cda-8fa1-1c3e74459406","OMNFXS","Gayam","FM",0
"03313890-34ee-49f6-97f1-72a8f63891ad","XKEXGP","Iwatsuki","HR",0
"0331cd7f-976c-4a7e-a8d4-38be8e050c5f","GLJIQQ","Poconé","CU",0
"033dbf6a-4ae1-480d-8db7-f5567a114f70","CEWZZU","Castedo","PL",0
"033eab20-e135-439d-b75a-c6f341ba034b","ZNHXNH","Masumbwe","GM",0
"035048ba-8911-4f89-a6e8-676282838f99","DHDAPW","Jalingo","HT",0
"0360d965-58df-4f66-9d5e-a2c414874570","JAQDIG","Palenggihan","EG",0
"036850bb-404a-40c9-bba9-f6e56ed4db9d","HVPYEG","Yelyzavethradka","CD",0
"03698619-fb37-4f93-a54a-1e68a5b04d6d","XVATZJ","Chengmen","YE",0
"036ba6a8-b9f3-456b-9543-dc91cb040b7c","PMNYOS","Kuala Terengganu","PT",0
"036bc311-b53d-4e2a-b8ce-507f5ebf5756","KKGUUQ","Norton","PA",0
"037729c7-4d7b-47e5-a340-963850804db4","ITOPSD","Lyubertsy","AR",0
"03797922-da7b-45d3-a1aa-243ac06424cd","ENBLQP","Banjar Laing","BR",0
"03841fb0-be9e-4cb8-836c-9368c3e87b30","MFCYLS","Yuanyang","IR",0
"0389340c-6f17-4cce-ad8d-ec4767d5638d","VBTZGV","Neskaupstaður","CN",0
"038ce59f-e829-463f-ad85-3c7146c809ac","SBLWGF","Bijaepasu","MR",0
"03a72a52-d230-4e88-9e65-e5d88713570d","RPCOWK","Santa Lucia","MK",0
"03a9e0a8-f15e-4f19-b8c5-72e24fc39ec0","IEVHGY","Mukun","IE",0
"03aa1131-7e95-401c-adb7-22b137123c94","ESSWZO","Lapi","FO",0
"03aa373b-7424-4a09-ac08-6a1923e6ecf9","RIOEUE","Tongyuanpu","FO",0
"03b61eef-4637-4e25-ba35-216c3f4a2f54","EMJYOG","Suyo","JP",0
"03b665f5-1c11-4724-90d7-ce7c15b668c3","GOZIUQ","Sawara","WS",0
"03c4668d-345d-4516-9fa1-aad0a075aa6a","VWZIFK","Paris La Défense","KE",0
"03cbf081-7fc2-46d0-b643-d5ffe53ba79a","REQYFS","Lajedo","MR",0
"03cdbac6-6e01-499f-ac30-70e083b00a2e","GFAXXW","Uk","IT",0
"03cf5675-935d-412a-86a7-39f628452db3","CQIZQL","Pasirhuni","BD",0
"03d101c9-b827-4a58-a3dc-de76731d5ad2","OOFUFB","Kisarazu","NO",0
"03d30a22-317d-49c4-9c2a-ee21116a011f","ZRMMXU","Norrtälje","PA",0
"03d514eb-d36a-4fd7-a18a-01093df22b61","QCKGIA","Lleida","CD",0
"03e16982-9596-439a-a349-60bb760b3d40","ZQFBRC","Kamiichi","PS",0
"03e1b253-28f7-4e19-bf69-16938dc04ca4","LUQNFJ","Cuispes","RU",0
"03e2a9af-63b5-49f0-8bc7-b71024f6ee97","YXOBJX","Bāsht","ID",0
"03e44ec7-2d7e-4ad1-b84d-e2f7e6b07077","FQTSFU","Maksatikha","TL",0
"03e723d8-b10e-498f-945a-cc6d6d270fd7","ODLATI","Timur","CR",0
"03f33e4f-4982-4f85-b718-9a994719eed4","ACXTGZ","Náfplio","FI",0
"03f4b31a-d440-4be6-a2cd-7bf4b0b5f38c","VKPHGQ","Yupiltepeque","HR",0
"03f9c3ae-2888-420a-bab1-439c6140b3ec","PEXYHH","Cardona","CL",0
"040daef5-fd87-48c5-8ab4-a69c86e2e997","RPJLDP","Kāshmar","US",0
"04168fdd-227f-4413-99ca-a0059980f60a","EJPDGT","Téra","US",0
"041ec0a6-a8da-4801-ad1a-21ce181a2c5d","SEWTIQ","Bordeaux","CA",0
"04201d94-bda9-485e-98ea-eea5185bc2ed","XWAHRI","Oranjestad","LT",0
"04256a18-d418-426d-aa60-454ba214f617","PQGYHY","Gazli","TL",0
"042fb17b-952c-48a8-b11d-a6bbaab4cafb","GYFQPA","Koceljeva","LA",0
"043168ef-9f3c-4d4b-9a1e-c98bcfc745a6","RPWSRT","Muqui","FI",0
"044a4140-7f87-4180-a73c-39fde84d4053","DBCQRA","Molde","NE",0
"045543b5-a7c4-49f7-a829-84bdcdc256ff","JOSOUO","Biltine","EG",0
"046217dd-5093-44d0-9ee2-b31a1dd39005","ZSDKEG","Kněžpole","NG",0
"0464ff63-b21b-4e05-b693-a933c94d0e87","IAITEE","Bulu","SK",0
"046e6787-4fe1-4786-bc1c-03f7343ab864","EPNDRA","Zhoushizhuang","GT",0
"04723b80-7ab9-40e4-99b4-c3321f78afaf","GMMRIE","Al Wardānīn","PH",0
"0472f37f-ca36-4e5e-8397-63de0dec942f","DAESSD","Villa Ojo de Agua","KE",0
"04767698-220e-475b-8465-d50ac64e7fb0","QCSFGZ","Cikeusal","EG",0
"0478fc19-4927-4209-a7f3-2c3fd9da608c","VISRCN","Rouyuan","HU",0
"04804a14-6eac-4041-95c7-a5a436951cb7","KEEZSY","Borås","EC",0
"0486db9a-be89-4e9b-aea5-8d0c88519dc6","DVHYSE","Jielong","ZM",0
"048f3e9d-18c5-4a4a-8213-03e97ef3866b","AWTAQW","Chixi","KR",0
"0496ed3a-5a18-4aca-9566-924d92c61c0a","DNRBXF","Logovskoye","VN",0
"049ecc7b-3ce3-45fc-9686-b70708c1e97f","OQRYMY","Singabarong","LB",0
"04a24581-b887-437f-b6e4-01d1517cd74c","CKNRKS","Gesik","GR",0
"04a55a7c-5325-45f2-8cfb-f68e59f106f4","CPONCK","Falun","MK",0
"04a75e46-7f27-451d-988d-bf5f056f9aae","HRZHCZ","Tours","UY",0
"04ac2ba4-aaee-4102-a820-7b25ece82e58","WVRJQG","Zhongzuiling","IL",0
"04b678dc-213a-48c4-a582-9611bff45518","PVHQHV","Nukuoro","MR",0
"04b72818-2c0f-4dbf-8d63-83ba099f619d","OXAWKX","Harrisburg","DJ",0
"04c85de4-3c5d-41e7-afe0-0ff5967f7cc2","QGWDCV","Wuyang","AX",0
"04db226e-4d35-4b1a-8e47-8644a859ed7b","FASWNE","Val-d'Or","KH",0
"04e06136-046d-46df-8e09-21a2ea63dde7","RTKMSG","Cheonan","HU",0
"04e475f9-9a0e-4847-8150-0b2e8ef37398","HUOKIX","Dashahe","HT",0
"04ee8c0f-8251-451a-9f4c-aec30c9bf5bd","RDFMBW","Zaragoza","PH",0
"04f133e7-a24c-4f5b-9686-1e6bac5b764b","FQZVUP","Tanabe","SD",0
"04f23df9-cdc8-4588-b977-c57d364fc214","YWICWZ","Nowa Sól","DE",0
"04f40e0f-906e-48c3-a43c-af37449562d4","LISQJH","Jinli","HT",0
"04f6a5c4-7a35-4580-bb42-4bffa8be94fd","SBQNQS","Karangpari","UY",0
"04fd6145-014f-45bf-b4b2-f018be6769b6","BBDZPD","Satu Nou","UA",0
"050154c9-3e4a-413d-9707-52123de8f0ab","JEYCRI","Guayatá","LS",0
"0514d719-7b0e-4856-a832-e8cf957943e8","KVWGKH","Río","UA",0
"051e2ea3-6b87-440f-a076-147987a9c2b1","DKJMFD","Haizhouwobao","LK",0
"052aebf9-fa2d-41a7-b672-64192746d695","NGUUHY","Looc","LA",0
"05307f88-79fc-49db-8b2a-97b923f88b13","BDIRJK","Ivanovo-Alekseyevka","RU",0
"0533efdd-d1a3-49ac-9e91-3db98152141e","CSBJUW","Dokolo","TH",0
"0536e0a3-6c90-4598-b217-3caebe135a87","CZLSTX","San Rafael","AE",0
"053aa675-a9e8-4a93-9317-cce49b9bf754","BOWIPM","Fresno","JO",0
"05483369-df66-433b-881a-54633bd40a0d","ECTFQG","Kachkanar","JO",0
"054e242e-a467-42a9-bfde-9c9975488a71","VYSQJM","Debar","MD",0
"054fdad0-61c4-4298-9ddf-b36343a33242","QDMMOH","Dallas","KP",0
"055a492f-1bef-46ad-85cb-b3cbd2808eb6","RNZRST","Butel","IR",0
"055b230c-8835-4e37-b05e-3a4e22a9dcf1","BPRVRE","San Lorenzo","GY",0
"0562c5f3-9b7c-4202-bd23-f540c92e7f40","CCFCXO","Fray Luis A. Beltrán","GH",0
"0571b317-a27f-4723-97ec-52ad562ba946","QAMUHG","Amarillo","TZ",0
"05842b6a-0a16-426c-90d6-ff750ed8e963","MYETWC","Aş Şūrah aş Şaghīrah","AU",0
"05872d2d-f051-4c14-9436-4217504cabf8","NPCLKM","Yongfa","SI",0
"058bebf1-8429-4e1d-bde3-effbc71feff3","ZGOLBQ","Al Ma‘baţlī","MX",0
"058d374d-35e2-45e4-98a8-6f8458253ce6","JKYXCC","Akunk’","MG",0
"05a1d8f4-3b2b-4996-be87-5d2e08901eae","GPJDVL","Taoyuan","MU",0
"05b4858b-ccc8-4377-a340-c8efd196370b","MWZFTC","Segbwema","LY",0
"05c215fc-7637-4ad7-9e95-3c4f9180b775","DNQGKQ","Tegalgunung","GP",0
"05cb91df-63dd-4f68-a75a-cb7bb98e2c64","DEVMFN","Dangcalan","RS",0
"05ce6960-1bb5-4cb8-ad8b-7105e1c384dd","XZJVKW","Barice","VU",0
"05d2fd34-ff57-4a3e-b206-e40e163d83cc","WRSMYO","Reni","ME",0
"05d82dd4-2618-44d8-9354-e81033a8a994","RMYPBB","Pytalovo","PA",0
"05e3e442-3348-4d89-8bb0-991f1b8a0bc3","OUFDEZ","Yurovka","SY",0
"05e613c9-2bc9-4b80-b2d0-57db65482a86","MZNGXY","Jadi","PT",0
"05f15575-3a17-4679-a628-b97c1ec6c769","ONKDBJ","Baiyang","BR",0
"05fe6c66-989a-407a-bdf2-c3a2e5aec82e","ZMQDGK","Pulap","NI",0
"0602e75b-1905-4466-8d2a-25f69538e389","MXBAZB","Bålsta","KM",0
"0609228a-b06f-4ed9-aff0-c6f5b6bc58c1","AITDJS","Ylöjärvi","BY",0
"060a6e5c-e1da-4a9c-92d2-452d96d926ff","ABWHUM","Hope","EG",0
"0610eaef-3a65-4fc0-8964-2701bb593e63","PMIWHB","Cañas","NC",0
"062bf5a8-6e5f-4137-abd6-3255cabe2069","UIMNQD","Woro","PG",0
"06454275-d0c2-4852-b121-e4b878952822","FQOIRN","Junzhuang","MM",0
"0647d00c-63db-4642-acde-b1315ca0c1c5","CIAHYW","Fréjus","PH",0
"066bd81d-48dd-4332-9c11-2551f9e5252a","SQKFRN","Lékhaio","MX",0
"066cc2c2-80ca-4866-bc39-739bd6471c89","LUTSQK","Želešice","DJ",0
"066fc850-af3d-4779-80eb-7235993fa034","UZYHSU","Chisec","RU",0
"067240e6-fa99-436a-8f7a-156e3df3f2fd","RUQYHC","Abastumani","HR",0
"0675a3d6-add3-43ca-9c9f-c76ce7984a2b","MUHAYM","Tabug","ZA",0
"0675c4b8-807d-425d-9de9-70244c162086","JWVQRC","Kabin Buri","SV",0
"067b03c3-0160-4ee1-86d5-3644e6c41b8e","VTTWQF","Vostryakovo","GT",0
"067c48c4-a13f-4d68-9187-c6ce32fd3377","CZWBVR","Uwajima","GP",0
"067c7aea-df05-45c7-b612-db5188f740cf","WWDQDR","Mama","YE",0
"06857c96-795e-480a-9206-452a7030cf28","VPNHTK","Longtan","BY",0
"0685aae9-c252-4e75-8af9-a71a61503410","PYHIHJ","Pasembon","CZ",0
"0689b77c-8a66-420b-afb1-ad58ecf35a2b","JCGFDO","Xinye","NL",0
"068ae06c-6dc2-4fbb-ac2a-95d9756a9531","FKJDNJ","Itaberaí","BJ",0
"068b30d2-d8dc-45ac-8ff8-0c425f965302","JULRHD","Spas-Klepiki","AU",0
"068f39ce-a904-41b0-8c6f-1dbc5f268dff","YGMKFZ","Monkayo","MW",0
"06b58da6-d30a-414e-a611-d1a3583eb738","DWBNGR","Fayzabad","MZ",0
"06b68504-f15a-443d-9510-73d5017cb01a","VNURIX","Taytayan","NL",0
"06b91aaa-7f15-4a42-99f6-c833f425b296","XMFEYR","Dzüyl","BA",0
"06bc39f2-0d01-47ce-b5b8-01d898981764","DGLBIT","Chantilly","PG",0
"06bd05ea-d552-4a5f-a177-cbd36a6d82b6","GGPYUU","Zhuoshui","JP",0
"06c3364f-e131-4618-a506-20ea25b45e58","SVUUPZ","Bāglung","BZ",0
"06cd1df2-8678-40b0-adbb-d66150a55c98","LDDZVT","Beruniy","AO",0
"06d68bcb-785c-456d-af4f-5dd00a8aad8c","UUXWMQ","Tallinn","PK",0
"06da7dc3-cda3-4805-93cd-ed12cb10cbd9","FLPOGU","Sidem","HU",0
"06e20256-1301-42ab-9810-be40655aa066","WVJZTZ","Bukowiec","PG",0
"06e52d7a-6d35-4185-804b-7ba20c26e254","LXOLUK","Ipuh","NO",0
"06eef252-fbe7-49dc-9818-0315279f9cc6","CNWMQI","Catalina","AR",0
"06f18ed4-d872-43e0-9008-643deddc5dfc","QZVXWT","Likhobory","TL",0
"06f1abfe-2571-466e-adb5-f57c405ef7dd","IGYDVV","New York City","CN",0
"06fbaeb9-a3ba-40a6-a575-39771a28e763","PQUQVN","Jiuxian","SY",0
"06fd65b9-eac3-4352-b27b-f59aec1854c0","JSLDTQ","Fram","PF",0
"06fef6c0-c45b-4ccc-a410-53ab7e48f597","YGECAN","Huanshan","ZA",0
"0705940e-d07e-4edc-8364-ddfc610228f5","HHYTJM","Mongo","AX",0
"070ad416-acde-4309-9eeb-cbd1c25c519c","OXOYPW","Pakis","NC",0
"070b07c3-99ee-4455-8ff0-ff758efbcf03","RUEVLO","Sandao","HR",0
"07109f6c-fb41-42b4-a743-8eb20d18173e","NNBJZQ","Pouso Alegre","NO",0
"07190d59-8038-46da-b0e2-851672a8cd1d","UAHPBL","Donghai","PT",0
"07192571-59f3-4354-b205-688bb1d0d597","YMGHBB","Hongjiang","HT",0
"071f18d3-5ab9-487b-8a06-fe184fada837","ARGXXJ","Bāzārak","IT",0
"0722033c-1d6d-4785-b1a5-dfb8715d84c8","KKDSIU","Póvoa do Valado","MY",0
"072911d2-cade-4242-8a5a-ade57f56cd4f","LKCURV","Khalīlābād","MG",0
"072a4168-6cb5-4a97-9cf5-feff4c98f2ab","SYPEZE","Cabanas de Viriato","KM",0
"0738281a-574d-4f37-b874-1453571f0da4","HJGQDS","Ćićevac","MW",0
"0738c945-850b-4213-87fb-fff656b8b182","HFTYMN","Rybarzowice","MU",0
"073f70db-3d14-4b72-87f8-7718c987f587","SJTYPT","Montgomery","PN",0
"07503abe-4eaf-43ba-ba29-003a5a4ce3cb","EQXKAU","Kamiichi","CZ",0
"075818a4-a80b-4c3e-bcb7-6614936dd143","MJJSIS","Dupnitsa","MR",0
"0762ae0b-a0d5-459e-91e5-e45ab4cea769","ENLJTT","Wushan","AX",0
"07730d58-2f8f-4c7c-82f4-3a4e97b0c043","LPOIDP","Mae Ramat","RU",0
"077a4d9c-95dd-43ab-b49a-ff4cbccdbc86","ZNEKMQ","Sundsvall","CR",0
"07883432-d155-4284-ae22-f476f55e7bdf","IDFLEE","Irahuan","ET",0
"0791f322-7c14-4573-bb65-0d0295ff5f74","VRGCWI","Kiełczów","BG",0
"079a63f3-93d2-4df3-aae6-9a006b0d5c59","XSSCGR","Rialma","TL",0
"079d06fe-52e4-4158-a7a9-6dc85a6e5fc3","NCUWWC","Maszkienice","BG",0
"07a043fa-e493-42d2-bb5b-e3ffde799612","KUWIQH","Jilin","AL",0
"07a33aae-4d0c-4632-8cf8-088a6136dde0","FEUNZA","Fonteleite","PY",0
"07a4daa0-b8c0-4862-93ca-ef8a2124beb2","SAHHXC","Severo-Zadonsk","KM",0
"07b37bab-d9fc-4864-b120-5d97a75300d4","QZCYFR","Housuo","LU",0
"07bbd8c7-17b8-42d1-b952-feedfdbf4131","XIOUPF","Sunjia","VU",0
"07c2269f-80f7-4c5d-9669-46188cf6b835","EQAAKJ","Capitán Sarmiento","LU",0
"07c574da-cb6e-439f-ba64-d2eab3e61593","NKRRIM","Ligonggang","SI",0
"07cb21b6-ef53-47a0-a345-8b88d3299761","INTYTP","Zhagang","ZM",0
"07cd3d5d-b666-4ef1-a527-2f69d69e1d1c","EHKGFA","Xiacang","WS",0
"07cf1458-62db-416e-ba53-b2724e42dad1","ZYVVVS","Jingmen","MA",0
"07d24a0f-630c-4bb8-90fc-84240f1c1419","QFYZVY","Nizhyn","IL",0
"07d4c4e9-1597-4721-a926-c12af1147dff","ORXYUL","Bambang","UY",0
"07e2e557-3abe-4d51-b222-c37253bc5a1d","NCCGRW","Apitong","EC",0
"07e5934c-13e2-4cc8-b73b-612bec77c7b5","NBOBXZ","Paraíso das Águas","IE",0
"07f02752-a00b-4585-8dd7-5b95e0d8c733","NCEDHH","Urpay","GM",0
"07fffee6-6ce0-4ce1-80a4-607639be6913","GLXLNN","Markovo","MY",0
"080f4f35-9d26-4cec-a296-9d6c19f52e0f","OYLYIT","Kiiminki","GR",0
"08157f76-7f1a-4f39-919b-8e5106e53851","XSPYPJ","Aş Şafaqayn","VN",0
"082f65c2-6d8d-4860-8f53-a575884c035a","CEBQDC","Älvängen","KH",0
"084bc64f-9d64-4bfd-8e50-66d8ef74d7ee","EVPKIS","Paluan","CD",0
"0852dbaa-2637-4d7c-a521-cbe226180b8a","YEAVSX","Zhigalovo","PN",0
"085d41b5-8ebf-4f35-9504-810627b8b971","JJKEPY","Balite","HR",0
"085f62b7-a5bb-4df3-974d-2c39c58f55d4","PHATOZ","Montenegro","LV",0
"086480bb-b725-4209-bf7f-3881f2f12a2c","XVZICW","Borucin","SY",0
"0866d199-8e5b-4955-8d47-e578143399b6","NNKBLD","Liudu","SZ",0
"087bbe27-9838-4d04-bb46-db418cea427b","ANLDMI","Nagpandayan","BO",0
