"SHIPMENT_ID";"CARGO_CONTENT";"TEQ_QUANTITY";"TOTAL_COST";"SHIP_REQUEST_DATE";"NEED_BY_DATE";"STATUS";"INSURANCE_FLAG";"INSURANCE_AMOUNT";"IS_DELETED"
"03a7c774-6e80-45d8-91f9-c8c1616e8758";"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.";7909;2201067.0;"2019-12-01 12:28:47";"2020-02-22 12:28:47";"RECEIVED";"DELIVERED";3301601.0;0
"03a839de-eb23-4bc6-9673-33f0b1d7b706";"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.";10347;4225250.0;"2020-01-18 18:28:42";"2020-03-26 18:28:42";"PROCESSING";"RECEIVED";6337875.0;0
"03dafe59-fb32-4f90-a629-c2a54b13e0e6";"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.";10829;8744110.0;"2020-01-18 19:15:42";"2020-03-08 19:15:42";"PROCESSING";"RECEIVED";13116165.0;0
"03f87347-87d8-47ef-b3eb-f6757c488d95";"Proin risus.";15749;9606571.0;"2019-07-23 06:40:34";"2019-11-02 06:40:34";"PROCESSING";"RECEIVED";14409857.0;0
"043bf989-de37-45e4-8d14-14f8219f1956";"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.";1379;2550355.0;"2019-12-11 12:53:11";"2020-01-31 12:53:11";"DELIVERED";"RECEIVED";3825533.0;0
"045c4a13-3fa5-47fc-8daf-341c7bd43260";"Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.";8497;3999550.0;"2019-09-22 20:54:57";"2019-11-11 20:54:57";"DELIVERED";"DELIVERED";5999325.0;0
"04a497b2-86b4-41dc-abc3-d1cf32261706";"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.";8308;8075039.0;"2019-06-24 11:44:42";"2019-10-01 11:44:42";"PROCESSING";"PROCESSING";12112559.0;0
"04ab4e3f-5b9c-42dd-ad5f-6cf7467c5a40";"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.";17532;9733696.0;"2019-07-18 00:26:03";"2019-08-02 00:26:03";"PROCESSING";"PROCESSING";14600544.0;0
"04b50eb7-b4eb-4aec-8114-2c52a4bb0831";"Integer a nibh. In quis justo.";18323;10013857.0;"2019-09-16 02:24:12";"2019-10-19 02:24:12";"PROCESSING";"RECEIVED";15020786.0;0
"04be2d13-c261-432d-8440-81e3a5a2d155";"Sed accumsan felis. Ut at dolor quis odio consequat varius.";2527;3410121.0;"2019-10-11 16:47:08";"2019-11-07 16:47:08";"DELIVERED";"RECEIVED";5115182.0;0
"04d9abf1-a228-46e4-8eba-55e7325f69c9";"Proin eu mi. Nulla ac enim.";10136;2279163.0;"2020-03-01 16:47:59";"2020-04-09 16:47:59";"DELIVERED";"DELIVERED";3418745.0;0
"05a233f8-bc9c-469e-aafe-eb5ae86f6b29";"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.";13226;7201537.0;"2020-03-13 10:52:47";"2020-05-06 10:52:47";"DELIVERED";"DELIVERED";10802306.0;0
"05d51f0e-096a-46f0-8c20-b5771c3aebcf";"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.";9605;3126067.0;"2019-10-15 15:18:17";"2019-11-02 15:18:17";"RECEIVED";"RECEIVED";4689101.0;0
"05e2d515-bed8-4be5-ad75-57683ccef825";"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.";7412;5479470.0;"2019-08-01 19:24:46";"2019-09-03 19:24:46";"DELIVERED";"RECEIVED";8219205.0;0
"05e3a762-52e5-4d4a-be50-e0e013e1e90a";"Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.";1174;3265989.0;"2019-08-14 10:54:59";"2019-11-21 10:54:59";"DELIVERED";"PROCESSING";4898984.0;0
"061e099f-dac3-4d64-95e2-636ca1905bd0";"Integer tincidunt ante vel ipsum.";2105;1465668.0;"2020-03-15 17:22:52";"2020-06-30 17:22:52";"DELIVERED";"DELIVERED";2198502.0;0
"06203460-e08e-4ba4-9e68-ffe94335a105";"Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.";7153;2452295.0;"2019-12-06 23:55:36";"2020-03-12 23:55:36";"PROCESSING";"RECEIVED";3678443.0;0
"0638e0ca-f14a-498c-9d38-2b2eed842032";"Nam tristique tortor eu pede.";10845;7586482.0;"2019-09-03 05:09:53";"2019-10-19 05:09:53";"PROCESSING";"RECEIVED";11379723.0;0
"0646179e-ee2e-47cf-9ead-936f69cf02b4";"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.";18075;6655286.0;"2019-10-12 02:43:00";"2020-01-03 02:43:00";"DELIVERED";"PROCESSING";9982929.0;0
"06f0627d-675d-463d-b5e6-3fa30bf9d374";"In sagittis dui vel nisl. Duis ac nibh.";14420;6635437.0;"2019-05-13 12:57:42";"2019-06-01 12:57:42";"DELIVERED";"RECEIVED";9953156.0;0
"070b482d-736e-43cf-ac74-3c2b8cbfb1ec";"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.";19068;7678818.0;"2019-08-13 14:30:05";"2019-11-24 14:30:05";"PROCESSING";"PROCESSING";11518227.0;0
"0747a91a-f78e-42fa-a2c8-64f8d9efa62b";"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.";5708;1210280.0;"2020-01-23 13:26:36";"2020-03-13 13:26:36";"RECEIVED";"PROCESSING";1815420.0;0
"0796bac1-901e-42ad-a62e-ed14310c6842";"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.";2114;3768729.0;"2020-04-15 06:46:46";"2020-06-09 06:46:46";"PROCESSING";"PROCESSING";5653094.0;0
"07bd013d-bf0a-4517-b3a3-72043f948c0c";"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.";11304;1252216.0;"2019-08-23 20:19:19";"2019-11-10 20:19:19";"DELIVERED";"DELIVERED";1878324.0;0
"07c271c5-cfa2-48f0-8709-72feaedb17aa";"Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.";10625;8479233.0;"2020-02-20 11:11:36";"2020-06-11 11:11:36";"PROCESSING";"PROCESSING";12718850.0;0
"07d1dd43-0ac0-484c-b934-823245d568a1";"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.";14736;3673132.0;"2020-05-05 18:51:50";"2020-07-26 18:51:50";"RECEIVED";"DELIVERED";5509698.0;0
"0835ba27-b4e1-46b2-a7d5-fb3aadf2553a";"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.";10859;10247613.0;"2020-02-21 01:38:20";"2020-06-19 01:38:20";"RECEIVED";"RECEIVED";15371420.0;0
"083d9e1b-5b7d-4a9b-a939-7911505aa80f";"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.";3810;2148438.0;"2019-12-08 18:20:26";"2020-01-15 18:20:26";"PROCESSING";"RECEIVED";3222657.0;0
"08568ee5-2164-405f-9430-5138a13d029f";"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus.";9470;8289865.0;"2020-03-24 08:28:30";"2020-05-12 08:28:30";"RECEIVED";"PROCESSING";12434798.0;0
"08ac8395-9bdb-4e23-8d2f-af7f5dba259e";"Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.";8862;9421504.0;"2019-07-18 14:13:06";"2019-08-06 14:13:06";"PROCESSING";"PROCESSING";14132256.0;0
"08b6acc6-2cda-447a-8d25-b59e5ea7abaf";"Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.";9583;1283438.0;"2020-02-09 17:31:45";"2020-05-10 17:31:45";"DELIVERED";"RECEIVED";1925157.0;0
"08daf3a1-b38c-46aa-8201-81b0a06ea389";"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.";4768;5440329.0;"2019-07-17 10:22:33";"2019-09-28 10:22:33";"RECEIVED";"RECEIVED";8160494.0;0
"090ae4de-dca6-4cc1-9b96-3f5cedc74d28";"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.";2637;3126114.0;"2020-02-27 18:47:56";"2020-03-16 18:47:56";"RECEIVED";"PROCESSING";4689171.0;0
"0912a2f3-e590-4e4c-ab40-b871dfb216d8";"In congue.";3606;10673128.0;"2019-11-24 04:32:40";"2019-12-17 04:32:40";"DELIVERED";"DELIVERED";16009692.0;0
"09573856-71d6-4612-aac9-f276f3ed146e";"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.";4182;6379188.0;"2019-06-18 17:15:05";"2019-07-22 17:15:05";"RECEIVED";"DELIVERED";9568782.0;0
"0979e52e-a3b5-47a5-b76a-d57ed7454acf";"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque.";1472;9219090.0;"2019-12-01 09:48:07";"2019-12-30 09:48:07";"RECEIVED";"RECEIVED";13828635.0;0
"09fa5256-0f0f-42bc-b31d-100912ad16d2";"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.";4278;11498921.0;"2019-10-22 12:07:03";"2019-12-22 12:07:03";"RECEIVED";"DELIVERED";17248382.0;0
"0a0b2fa0-8dcd-4088-b7d4-4ac00d27425b";"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.";10137;1262063.0;"2019-08-24 02:48:31";"2019-10-30 02:48:31";"PROCESSING";"PROCESSING";1893095.0;0
"0a927979-b355-437f-a87e-021d2484f91f";"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.";2512;3509982.0;"2019-11-28 01:57:58";"2020-01-07 01:57:58";"RECEIVED";"DELIVERED";5264973.0;0
"0a957796-8e42-4150-a066-4ad75b17372f";"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.";3889;5700014.0;"2020-04-29 00:32:06";"2020-08-10 00:32:06";"DELIVERED";"DELIVERED";8550021.0;0
"0abd6f4a-0607-47eb-96ec-8f98699fccb1";"Integer a nibh.";14200;7999470.0;"2019-09-26 21:54:19";"2019-12-12 21:54:19";"PROCESSING";"RECEIVED";11999205.0;0
"0ae46ba8-356e-4217-8ada-a1fab6216ec5";"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.";8735;11496683.0;"2020-04-17 15:05:29";"2020-06-16 15:05:29";"DELIVERED";"RECEIVED";17245025.0;0
"0b239342-690b-4a38-a52b-4713e1c509f4";"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.";6039;5049758.0;"2019-07-24 22:17:26";"2019-09-01 22:17:26";"PROCESSING";"RECEIVED";7574637.0;0
"0b3c65df-ffb1-493b-988d-515754e8a0d2";"Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.";2382;10426774.0;"2020-01-28 21:41:58";"2020-04-25 21:41:58";"RECEIVED";"DELIVERED";15640161.0;0
"0b434430-6b31-4e45-b064-0f696f9d1eb9";"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.";5205;8008657.0;"2020-04-27 02:01:48";"2020-08-20 02:01:48";"PROCESSING";"DELIVERED";12012986.0;0
"0b4765cf-2899-481b-87bc-985addcfc665";"Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.";1389;4540752.0;"2020-04-12 22:07:34";"2020-05-10 22:07:34";"PROCESSING";"PROCESSING";6811128.0;0
"0b932e1f-1e18-4f3b-abde-b35287d1fba2";"Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.";2953;1109342.0;"2019-07-29 15:52:46";"2019-10-10 15:52:46";"PROCESSING";"PROCESSING";1664013.0;0
"0bbf779a-16ec-48c0-bbfa-4888fd623646";"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.";11668;1618516.0;"2019-07-13 13:53:20";"2019-09-19 13:53:20";"RECEIVED";"RECEIVED";2427774.0;0
"0c322bc6-2cd7-4171-a44f-97ee47e8562d";"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.";11725;1777028.0;"2019-08-30 15:02:26";"2019-11-23 15:02:26";"RECEIVED";"RECEIVED";2665542.0;0
"0c501ee3-00e1-4d8c-a7bf-85cb2e12b78c";"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.";9759;11648545.0;"2019-06-16 01:46:04";"2019-07-16 01:46:04";"PROCESSING";"DELIVERED";17472818.0;0
"0c56ee81-6a71-4f40-9ee2-0603e21d9c9e";"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.";7809;3956447.0;"2019-05-29 09:49:21";"2019-09-12 09:49:21";"PROCESSING";"RECEIVED";5934671.0;0
"0c8baa74-290f-4aef-a85d-a732bbdb00bd";"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.";3435;2036726.0;"2020-03-02 13:18:11";"2020-03-22 13:18:11";"RECEIVED";"RECEIVED";3055089.0;0
"0c9378a1-789c-4fd4-92fe-f1331d2d8f4f";"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.";8493;3022160.0;"2019-08-26 05:38:57";"2019-11-26 05:38:57";"PROCESSING";"RECEIVED";4533240.0;0
"0cfdc10b-985b-483f-ba9c-20be6ea32688";"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.";9596;2512391.0;"2019-05-17 17:45:15";"2019-09-13 17:45:15";"RECEIVED";"RECEIVED";3768587.0;0
"0cfeee77-67f7-45dd-bdb7-bbbdd499cb0a";"Nulla facilisi.";3084;4332530.0;"2020-04-10 13:05:32";"2020-06-05 13:05:32";"RECEIVED";"DELIVERED";6498795.0;0
"0d0006e6-0ca9-4d37-ae6a-243caa804fbd";"Curabitur at ipsum ac tellus semper interdum.";13715;2383351.0;"2020-01-29 16:24:06";"2020-03-05 16:24:06";"RECEIVED";"RECEIVED";3575027.0;0
"0d01cbab-2fb4-4c04-a3c3-e45de01f8781";"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.";19193;8785895.0;"2020-03-18 01:13:37";"2020-05-26 01:13:37";"RECEIVED";"PROCESSING";13178843.0;0
"0d0d3e15-01e0-4d29-a79c-a16788a71a65";"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.";18904;8798717.0;"2019-06-26 16:32:06";"2019-08-09 16:32:06";"DELIVERED";"DELIVERED";13198076.0;0
"0d162e88-03d9-4707-b23b-ebe820a1b3a9";"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.";4738;4015326.0;"2020-03-25 10:59:50";"2020-07-05 10:59:50";"DELIVERED";"RECEIVED";6022989.0;0
"0d1bac77-b19a-40aa-a160-42b55b271327";"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.";6122;6546661.0;"2019-07-17 03:11:27";"2019-09-11 03:11:27";"DELIVERED";"RECEIVED";9819992.0;0
"0d25e161-df4f-47ba-8fba-1bb30cede610";"Nunc purus. Phasellus in felis. Donec semper sapien a libero.";2686;7271310.0;"2020-03-16 02:27:22";"2020-06-08 02:27:22";"RECEIVED";"PROCESSING";10906965.0;0
"0d327045-e0eb-497c-b732-d083a6ff5686";"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.";15519;9538544.0;"2020-03-20 14:48:39";"2020-06-24 14:48:39";"PROCESSING";"PROCESSING";14307816.0;0
"0d6e6e5d-d4d8-46db-ae4a-bef946a3512c";"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.";6425;5798551.0;"2020-01-10 16:20:01";"2020-04-25 16:20:01";"PROCESSING";"DELIVERED";8697827.0;0
"0d8a43f8-c8cb-431e-8a62-b18d8aca013f";"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.";12579;11177865.0;"2020-02-23 00:22:01";"2020-04-30 00:22:01";"DELIVERED";"PROCESSING";16766798.0;0
"0da5e0ef-823f-49ce-a584-650b5838067b";"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.";7167;7528922.0;"2020-01-13 12:36:27";"2020-03-25 12:36:27";"PROCESSING";"DELIVERED";11293383.0;0
"0dbe3c1f-3376-4fcc-a3a4-c6c1abb8d925";"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.";11761;10209991.0;"2020-02-24 05:59:46";"2020-06-20 05:59:46";"DELIVERED";"PROCESSING";15314987.0;0
"0dfd4044-b078-46a8-ae77-66f0beae8eb4";"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.";19483;9087931.0;"2019-09-14 13:55:21";"2019-11-28 13:55:21";"RECEIVED";"RECEIVED";13631897.0;0
"0e105c98-242c-443b-a472-6830481a42a3";"Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.";18298;5128206.0;"2019-12-16 15:56:20";"2020-02-11 15:56:20";"DELIVERED";"RECEIVED";7692309.0;0
"0e12f01c-e4af-4af7-9292-21f9d77cc6e5";"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.";13502;8273131.0;"2020-01-11 09:02:31";"2020-04-12 09:02:31";"PROCESSING";"RECEIVED";12409697.0;0
