"VOYAGE_ID";"SHIP_ID";"ROUTE_ID";"START_DATE";"END_DATE";"VOYAGE_QUANTITY";"COST_PER_TEQ";"IS_DELETED"
"02cdd12f-c9fe-44ae-b5e0-6afdbc96d848";"97882922-5e06-492d-a3f4-0c31235949bd";"16501748-89d4-4052-adc6-60bd4c49615a";"2004-07-13 15:43:17";"2004-08-20 15:43:17";249214;9926.0;0
"030cb19c-f64a-4f72-ad89-374c8c32022d";"618b861a-2810-4588-8729-99f6551d9281";"086cbefa-9f3e-49c5-8ac9-01f7e04f44e8";"2010-06-01 02:03:48";"2010-06-29 02:03:48";22279;17295.0;0
"03316417-6e7e-4cc0-8864-6422a221eba9";"e747fa06-c1e8-4534-99c5-3bb6e4653fd7";"bd0ce41c-5903-40b0-842c-23cd4ddea1c4";"2011-09-12 07:36:17";"2011-11-01 07:36:17";67465;23272.0;0
"0336afe4-f147-48b2-8601-01a2ce86ede6";"e747fa06-c1e8-4534-99c5-3bb6e4653fd7";"3f24be53-23f9-4098-a047-3bff79d76168";"2010-08-02 06:55:18";"2010-08-28 06:55:18";132394;22067.0;0
"03383e68-d3f0-4c33-8748-47b24da0aed1";"2abd3ec4-aae9-4174-a45c-1d112057e443";"4530503b-eb91-408a-af66-792262a3913c";"2004-01-16 05:10:30";"2004-02-05 05:10:30";169745;6303.0;0
"035d5213-1d35-4531-b782-e25854142ec2";"97882922-5e06-492d-a3f4-0c31235949bd";"302fb9d5-7a68-4708-90b5-605a9f9e0770";"2019-01-27 01:52:07";"2019-03-11 01:52:07";202831;2705.0;0
"0374579f-bf60-431a-86c7-f388db14f158";"4141e015-56bc-4320-9fa2-09f29ebad9e5";"aa1943a9-2c1c-44ae-a4b7-109156505b06";"2004-11-20 05:29:46";"2004-12-09 05:29:46";238434;14014.0;0
"0378f783-71a6-41a2-a9b8-4cd82771599d";"9c0be4bb-e8ee-4496-b1b1-183be34f4ee4";"4d889406-7840-44d7-9abc-7b847be62ea2";"2006-02-24 10:39:55";"2006-03-29 10:39:55";174488;17342.0;0
"037a4463-8180-4c07-a408-1b26f09784f0";"1b53604d-b0b6-4374-bfdc-043edb24b311";"b0e2c4ef-4b5d-4850-83f1-a988162b8dc2";"2013-09-21 02:01:09";"2013-10-13 02:01:09";163689;25874.0;0
"03beeefe-c638-4806-9178-3cc117833d49";"f3daeddb-eb53-45c5-80d6-418c0b140116";"62bc86b6-3aec-49a8-871d-2f574e08c193";"2015-07-31 21:58:35";"2015-09-25 21:58:35";81858;6583.0;0
"03bfec7e-c348-489f-b543-450883b2da20";"cab1176d-f6f0-4f6c-96ed-6ca706d571a0";"cdfcf0e0-0329-4d36-aeb7-d54838df279d";"2003-10-02 14:36:08";"2003-11-24 14:36:08";95474;24951.0;0
"03cf63b0-3361-4f43-86ed-db3446b4a02a";"8b4aa55d-3e0b-4fda-a431-77cfd8260291";"1ac01bb7-7b0f-4a7c-9ffd-20d36af87d27";"2008-08-27 22:57:56";"2008-10-11 22:57:56";224122;19794.0;0
"03d2a6e1-5238-4317-a52c-712c1c40cde0";"ff548fe6-31d4-4ec0-a1c9-761cb6548d03";"06c15309-d2ec-47c0-acbf-2e0bc4f0fe92";"2020-03-17 14:39:17";"2020-04-17 14:39:17";218976;33512.0;0
"03dab928-3f36-46ab-a3d7-7c29575ddc68";"27cb050b-158e-4862-acba-d4f9169ad382";"1b69cfc5-86f8-4bbb-815b-1b77a6f45e56";"2015-06-14 10:29:36";"2015-08-03 10:29:36";22461;11101.0;0
"03f25c92-b303-42e7-b032-00af1c7c7a16";"c3670600-22e3-4587-b8d9-17d9fc3479c9";"b4af464a-630d-4185-b174-189d60e5cbc9";"2015-07-29 14:56:38";"2015-09-02 14:56:38";179736;21376.0;0
"0411ed6b-b77a-41ac-8003-4291d472c9ea";"1404c02a-fe79-4361-9b9d-4c94286d9f80";"41f21a0e-e0da-4109-8d47-23f5b61cf20b";"2008-01-01 01:04:48";"2008-02-22 01:04:48";206690;4473.0;0
"043d5477-a4da-4a46-b176-b061b760bb08";"42657134-23f2-46df-80ec-1aa5ac16b958";"a785a4a9-b538-422d-ae4f-c4c8862162f6";"2018-08-20 16:18:59";"2018-09-29 16:18:59";57769;12496.0;0
"047b9046-e519-4d1f-9d4e-e3fa3fa05e3c";"87b92e66-9365-488f-ac58-676d7e51a382";"556ff52e-7f22-4547-b4d1-a3b6f7e66cf8";"2014-08-20 07:50:22";"2014-10-02 07:50:22";181574;11185.0;0
"0480483f-eb40-4bd2-b8ed-298d10f7dd97";"e0b4b55c-8989-45e0-bc8e-44fed412c9cb";"38b0c7fc-1f09-4f97-8f49-dd8f46792798";"2003-03-07 18:19:11";"2003-05-04 18:19:11";224721;22477.0;0
"0490148e-4b6a-4b18-b17e-5ad04d786f60";"27db1a7e-0eef-49ea-b8b9-0158a0193a43";"04507608-5ce8-459a-b767-dda90a1fffe5";"2012-09-18 05:07:07";"2012-11-01 05:07:07";239677;22977.0;0
"04a8cb56-d383-4d17-9a55-b08fac9457f7";"17c103e1-0132-43b1-8a49-04aa78ddd9d0";"7742b434-12fc-4d46-8929-be3e9d109004";"2019-04-13 18:04:16";"2019-05-01 18:04:16";178531;5520.0;0
"04c427aa-95bc-45c6-b2c7-4e21926fa616";"85428206-dff4-47e0-a8a9-c22f07853064";"13ce10a8-aedd-4476-9855-c29a98e52c4a";"2005-02-03 01:03:44";"2005-03-23 01:03:44";191904;19605.0;0
"05028d22-1d5a-4af4-b50f-537273f64617";"1510d47e-21db-4db0-9ddf-0a50be0a4fc3";"70a387e6-1e9d-468a-8666-fdefe3dbb1d2";"2002-05-28 03:21:28";"2002-07-21 03:21:28";211319;16883.0;0
"05181208-86a0-4e14-8277-624641eab79e";"6c6c870a-f61c-40ae-94d2-e37c4e33f5a6";"807a1a61-e2de-4dbb-bca9-f6116348e888";"2014-07-31 12:40:27";"2014-09-04 12:40:27";160275;27934.0;0
"052bdf95-36cc-4b71-be24-a4c4eb5c97f0";"4d4776bf-c706-4495-a4a0-bb61a7255d8e";"48c4acd5-a258-4c39-92c4-70a9b45f23e3";"2011-12-30 08:28:49";"2012-01-16 08:28:49";20309;4983.0;0
"053a0e95-99ae-417b-b8c6-772e8b9c172f";"cd8cf1d8-9293-4838-a469-33f48ee4bc86";"8b5aa02f-2118-4e5b-add8-866ab30a5f31";"2004-11-11 11:55:11";"2004-12-21 11:55:11";25526;15299.0;0
"05531f55-1204-4aa6-819d-8a1295496351";"27cb050b-158e-4862-acba-d4f9169ad382";"16993b0b-d81d-4141-b8a1-bba93e9bbaef";"2014-03-07 19:05:29";"2014-04-10 19:05:29";177589;18936.0;0
"05609cba-3e66-43b6-bdcc-7a50cbd34355";"cdfb82e2-b59e-4e20-ac01-9dde0e618a73";"cdb37e6a-2747-4ebd-8c67-c4ebe22166c8";"2018-09-22 15:33:33";"2018-11-13 15:33:33";72764;27625.0;0
"0561d810-f45d-4836-af38-966f7f79cc38";"12a3fa1d-a693-45aa-930d-d4b013c48f32";"df177933-52df-45f0-98d7-bcf93995bea3";"2005-01-10 21:02:23";"2005-01-28 21:02:23";110788;7607.0;0
"0571b04b-ab60-49a6-a89b-9e95750ce586";"e30cdce6-a6ce-4148-860f-fb5e2a313a05";"16501748-89d4-4052-adc6-60bd4c49615a";"2006-11-26 01:56:46";"2007-01-02 01:56:46";81917;2488.0;0
"058011da-ab5a-4967-bd18-ad832217c8ac";"765b6581-cfcd-4dc2-a4df-df58a39116e7";"df177933-52df-45f0-98d7-bcf93995bea3";"2010-10-04 03:48:30";"2010-11-16 03:48:30";47637;9007.0;0
"05a38c1a-3168-471b-afd7-da9d8f643845";"5879636f-77b4-4f55-a562-730da254b389";"58c0035c-ed20-4b1b-9666-881f4be877af";"2016-12-25 00:37:41";"2017-01-17 00:37:41";36731;11721.0;0
"05c2d8e2-e8fb-4dee-aea4-8f089123d1cf";"e5007943-b5af-4cc2-981b-b9146ef89492";"567e48fc-f854-4ff1-896a-0f730867523b";"2006-11-14 09:16:44";"2006-12-14 09:16:44";82921;26792.0;0
"05e25190-badf-4a13-8b37-7026a882facd";"fc507b59-edfa-47f0-9a16-90dfa3217ee1";"6b99296b-759c-47f8-8869-ce507d90a7b9";"2008-01-21 19:19:21";"2008-02-11 19:19:21";157683;20597.0;0
"05f38f2b-5cad-466c-a5a1-cb77cfea0f49";"d81b432d-9a79-4892-9c1d-df739e16bdfa";"9a67ad09-7281-4194-87aa-f7ccb345501a";"2020-04-21 19:58:28";"2020-06-04 19:58:28";162109;15812.0;0
"0636937f-1256-4d91-b38e-621a5d486d5c";"5857b573-4f7d-4a5c-9751-c33e35c248ce";"b6545a40-a583-42e1-99c5-ed8a4b84c405";"2015-08-24 00:35:26";"2015-09-23 00:35:26";120040;4830.0;0
"0655f9f3-e993-46fa-bf8f-7b1df8e80ed1";"0f985c6a-e022-42b5-a8c1-0e5fbe2f6753";"37c0a93d-a42a-42e5-90c3-6177e1c207e9";"2019-12-07 17:24:29";"2020-01-27 17:24:29";121296;26946.0;0
"0658f13b-b23d-4e0e-9b2a-538174f32afa";"1080c6fa-892e-4bd2-9f34-92eedf4dca83";"1c804812-36dd-4738-9f4e-503c284cc826";"2004-08-05 11:40:38";"2004-09-14 11:40:38";235555;29637.0;0
"066e9437-a189-42fc-bb3a-2c0757fc358b";"9686fd01-3e7f-4cd6-8a0d-f8926ccd6019";"616866b6-023c-4ef3-88b7-6b6164d3104b";"2020-01-10 05:23:43";"2020-03-08 05:23:43";109583;16236.0;0
"068a7e7e-d6c4-47cc-b480-05e15d6dda3a";"052f896b-750f-4842-865a-3a9cd9d48a56";"573da835-afa8-4dca-890b-09741b1fee38";"2009-10-01 14:26:41";"2009-10-26 14:26:41";245177;2513.0;0
"0692d4d4-32f9-41d4-85f9-c55c3fffe115";"2326c2d2-a3d0-4e37-964f-08e3c8676c5d";"e40271a4-0807-489f-b77a-c5892094e178";"2009-03-21 15:11:12";"2009-04-18 15:11:12";242059;2950.0;0
"06a4255a-68b0-4d2c-a265-6a0033bb0984";"01e27409-fba5-47c3-b12a-8ee0a4e21558";"6790c526-b157-4990-819c-c2bec85f0956";"2011-02-02 19:26:31";"2011-02-27 19:26:31";239972;23230.0;0
"06ae693f-a670-4dff-8202-859d6b2b91e4";"0ba82ffc-20a5-495a-a6f3-c9a2ec1e12ee";"152b2636-5c34-4118-a2c7-32ab935bdb27";"2006-10-10 20:24:39";"2006-11-02 20:24:39";121811;14721.0;0
"06c52114-443a-45b4-ad94-a4a87a78607c";"1522e248-e62a-423a-9336-62b5333fe40d";"c8da6f1a-efe5-4b36-a091-ee83f92da2d2";"2010-08-31 01:29:36";"2010-10-26 01:29:36";193578;13837.0;0
"072c299e-3853-4cbe-afc3-9414a78d3ffd";"85428206-dff4-47e0-a8a9-c22f07853064";"e57dcbd2-9a6f-44e0-b972-37b0cba061a5";"2018-09-26 14:59:57";"2018-11-14 14:59:57";216640;11831.0;0
"074549d7-e70f-4d2a-bfad-cc947387b872";"428b843f-cbc6-4301-9558-cbc7ab0bea74";"b488299a-a114-46de-8f6d-e0295b96a276";"2019-05-08 04:14:16";"2019-06-20 04:14:16";210757;10576.0;0
"0757bb0e-22ca-467a-b6d5-ef1bd1a2b0c2";"05f5522a-b3c8-4511-a1b8-e51bb201a8f2";"1913cf3c-cda1-4e8b-af7f-504080ca9ac5";"2012-09-24 14:23:11";"2012-11-04 14:23:11";241558;21569.0;0
"07902cc3-e9c4-4ebb-b4d8-8b7b54c785e8";"e7f3e5ce-525e-4e6b-b095-dfc3cd6f2c3f";"ba52fb8b-3335-4ab9-9041-b4252795f269";"2004-09-02 18:51:08";"2004-09-19 18:51:08";42351;18194.0;0
"07a3680c-f997-40d5-8d94-78ae72dc422b";"1b53604d-b0b6-4374-bfdc-043edb24b311";"fdf7e09c-cd7a-401b-b4f7-c8ca26626b2c";"2014-11-23 02:52:22";"2014-12-19 02:52:22";189226;5469.0;0
"07ebd7dd-d0f6-48f4-a074-39892a69fcc5";"22fee4d6-d782-43b4-95c6-b4d2ebd597b0";"9ff5cf1d-d6a7-47a0-9972-f6efb07f236d";"2007-01-17 18:32:20";"2007-02-25 18:32:20";138477;15931.0;0
"07f476ef-2699-4b0e-81e3-3550f827cb54";"8ef9df84-3ae6-43ae-8268-da973b540810";"0bec24e0-4038-4eac-bfc9-aca7af2596d9";"2006-10-17 00:20:04";"2006-11-26 00:20:04";126655;11845.0;0
"08046c37-4fac-45db-bbba-2808fe0b2f3f";"c82c2276-dbd3-45c3-b963-fe7298a4d2e6";"1913cf3c-cda1-4e8b-af7f-504080ca9ac5";"2018-10-20 13:43:52";"2018-12-03 13:43:52";233838;5010.0;0
"0805974a-cb47-4dbc-a55f-1ccd24107915";"27db1a7e-0eef-49ea-b8b9-0158a0193a43";"b6f8725a-85c6-4842-8eff-845058281801";"2017-02-07 08:49:25";"2017-04-04 08:49:25";114892;8752.0;0
"080658fa-77f2-410a-815b-a117ae5acc44";"e5208399-fc75-451d-badd-534d81da0212";"770df010-ebf1-488e-8618-4e947290b875";"2014-07-04 00:22:33";"2014-08-11 00:22:33";114708;16016.0;0
"08140092-7ab2-4746-8cbf-6e8510820a29";"759ed9ac-80d9-49ca-9af8-087d37854449";"bd0641d9-171d-4b63-8551-6155e17e14f7";"2011-04-13 18:39:35";"2011-04-29 18:39:35";207889;28459.0;0
"0828d98c-77fc-490e-b2b2-13482842892a";"4d4776bf-c706-4495-a4a0-bb61a7255d8e";"d698905e-cf3a-47c8-9350-11bb40f41b90";"2015-02-04 21:52:01";"2015-03-16 21:52:01";169474;8329.0;0
"0830e701-9cb2-43dd-8d03-37ee9cc21af2";"94c8cfe1-744c-4e7c-a8f5-bd8c68d14d62";"a97bba2d-e446-443e-812d-4b5bd645386d";"2019-03-13 19:34:06";"2019-04-20 19:34:06";30326;6284.0;0
"08797e6e-5f9f-4d99-96ef-988d7a7236ef";"4141e015-56bc-4320-9fa2-09f29ebad9e5";"743ab9d9-9591-4e50-8316-96686d8697e9";"2011-09-24 04:57:42";"2011-10-09 04:57:42";146211;24914.0;0
"08a8bfab-16c4-4bbd-bab3-8494d2166123";"e5007943-b5af-4cc2-981b-b9146ef89492";"b559c195-e25c-4955-bd8b-026b110aeee1";"2010-06-20 01:28:27";"2010-08-05 01:28:27";230586;34585.0;0
"08d0e29c-edea-47ac-9308-0244160e83a4";"2f5375b6-915c-4fb3-89ce-8e3e36e7b6a3";"549d90ab-1b0f-48fe-9c0f-bdfa481dc850";"2010-07-30 17:56:54";"2010-09-03 17:56:54";71044;28316.0;0
"08e7c195-bd76-48ba-8e08-7039d93f521f";"8f068f4e-99d0-4628-9e06-3af3e9eaaab8";"e5b9ef52-cd15-425b-8356-aefef8670b8e";"2017-01-11 02:18:57";"2017-01-29 02:18:57";69237;11793.0;0
"08ebd325-a384-433e-8717-b38329055a56";"331eac19-d93c-4bcd-ae1a-b6c227b3cc25";"5435c315-de77-4550-83cb-677b930d4f9d";"2018-03-09 11:05:30";"2018-03-30 11:05:30";202337;31279.0;0
"09036fc4-513b-4353-8330-5de83787b759";"3e2ccb6d-75d4-4c92-a285-dbd7418b9e58";"af91064f-2fef-4141-9598-98dddf5f7c9c";"2007-03-24 11:36:23";"2007-04-13 11:36:23";160532;10947.0;0
"091819cf-a76d-459a-a157-892382286c69";"5857b573-4f7d-4a5c-9751-c33e35c248ce";"aaaa007f-75c9-46e7-8a8a-1b4e57b02bbd";"2005-12-29 01:49:22";"2006-02-03 01:49:22";150673;13709.0;0
"0929c60d-5904-4683-bca4-13e463bd161d";"e305e29e-a2f0-4b4f-829a-4d29c36017fc";"becf67e7-c25e-46c1-a843-ccc629885f04";"2010-03-19 23:32:01";"2010-05-01 23:32:01";144804;19756.0;0
"094501cb-e3cf-43ef-8720-584219f0a2e3";"d8b115da-c6e9-42ba-bf25-dac9f37cbdc5";"3ed910fe-50ae-4dbb-898b-b52d38d3ca58";"2014-07-06 03:55:27";"2014-08-22 03:55:27";203626;34834.0;0
"0948fb73-caa2-44e9-8dfa-113d69bd04f7";"05f5522a-b3c8-4511-a1b8-e51bb201a8f2";"df177933-52df-45f0-98d7-bcf93995bea3";"2008-11-08 15:43:15";"2008-12-06 15:43:15";95117;19873.0;0
"0950b578-33b8-4a59-bec5-b0dddf86ca1b";"028482b4-8e46-4a49-808d-8be7425044c6";"b91efd4f-9ab3-46d7-bca0-84fcc9dd014a";"2005-05-30 19:17:56";"2005-07-15 19:17:56";66621;2065.0;0
"096d4ccb-e010-4ca8-9079-d80812b3e107";"ff7d5ca5-a31b-4380-a06a-316f240bbb2f";"e07f2ce3-ffff-436a-8c62-a0b8336c4c2a";"2006-01-13 18:56:42";"2006-03-05 18:56:42";247244;2982.0;0
"09c88904-095a-4153-a2a9-2c0a9dd14b2e";"1b53604d-b0b6-4374-bfdc-043edb24b311";"ab6b8703-30c2-43b8-85d6-bb200dda03f7";"2018-07-06 09:50:15";"2018-08-07 09:50:15";158913;34714.0;0
"09d3c586-39c3-4f26-8e4b-a93160b81f15";"83792a6c-d1d7-4bd3-b3a7-56171a306a82";"529ba3bf-d081-4c85-a23f-a07acd39a7fa";"2010-01-11 00:46:57";"2010-03-11 00:46:57";31027;30482.0;0
"09e2178c-0876-4f4c-ad57-f977e8b8eaac";"2ccb52fb-6c4b-4282-a14f-ae6245c709ab";"06c15309-d2ec-47c0-acbf-2e0bc4f0fe92";"2011-06-12 04:55:43";"2011-07-11 04:55:43";27652;16849.0;0
"09f079b2-55f2-4775-bb80-5f03d4a57d61";"49f58b0d-37d5-447e-91c2-59c940440732";"e92f521a-6dde-49be-879d-874489395cb4";"2003-11-03 18:52:00";"2004-01-02 18:52:00";186678;22764.0;0
"0a1f3d3c-6bb9-468d-b66a-3acdfb4be4e6";"5b0aa627-8177-4b91-98b4-c714a698d4ce";"f842181d-a3b5-4a88-831a-ea623cea5d50";"2011-01-16 19:37:39";"2011-02-02 19:37:39";157363;23425.0;0
"0a866fc1-b5b7-4fde-833d-d5bcd21a3762";"84b524e2-4e4c-4948-a625-b242698186ae";"f57cb6e4-bfd1-4680-9c5a-180d41237b49";"2003-05-01 22:41:06";"2003-06-08 22:41:06";243702;21693.0;0
"0ac1e542-5c95-4454-8d89-e9abe491d48a";"d8b115da-c6e9-42ba-bf25-dac9f37cbdc5";"5d16f76f-0d06-42a9-87b0-e7d50dffd454";"2020-03-24 12:25:44";"2020-05-16 12:25:44";81731;19112.0;0
"0ac6b258-bce3-4fd7-b687-ec2f74b3d65a";"5d655271-31bd-4643-81ef-640a4fbc1a9e";"0d2473df-bf80-460a-abfc-4664cafe8f5c";"2018-12-09 13:36:05";"2018-12-28 13:36:05";163020;30461.0;0
"0adc933e-afba-4595-b92a-06df78e44d5c";"4141e015-56bc-4320-9fa2-09f29ebad9e5";"549d90ab-1b0f-48fe-9c0f-bdfa481dc850";"2010-02-16 01:16:56";"2010-03-05 01:16:56";123172;27041.0;0
"0ae1c7dc-334a-4209-99d6-648320121523";"3f2ae282-832d-4251-88d7-b186fdfa663e";"a25a1aa7-52da-4ecf-b2b1-f060e37e654f";"2019-02-20 14:26:14";"2019-04-10 14:26:14";188861;5084.0;0
"0ae92482-a194-485b-9bdb-ed4ea931cd2e";"bb5cbd60-8c30-4364-a62d-9bd79d0bfe44";"1c804812-36dd-4738-9f4e-503c284cc826";"2004-07-12 17:53:58";"2004-07-29 17:53:58";84850;24002.0;0
"0afcb22f-0959-4fae-a8b2-b9b04b05524b";"84b524e2-4e4c-4948-a625-b242698186ae";"fb280856-1201-46c9-a986-dd87a348655d";"2019-06-25 20:39:33";"2019-08-07 20:39:33";58654;27476.0;0
"0b10c8f9-24ee-44dc-ab46-e56164117127";"e30cdce6-a6ce-4148-860f-fb5e2a313a05";"7887d4aa-249e-44b5-94da-7f84ffef1d55";"2012-06-29 20:49:57";"2012-07-22 20:49:57";153476;8009.0;0
"0b2ad0ef-8dd2-4c50-9d7f-7057f578a7f6";"ce138104-943f-4eaf-8c6e-cbced8d082be";"79095212-8448-45e2-aefa-3a5ac606c61c";"2007-06-17 09:12:49";"2007-07-18 09:12:49";244350;13401.0;0
"0b3b8062-6878-49e1-bbf2-ae17ec262aaa";"c491c8b8-8ec9-4b7f-b750-6c303ab22d63";"b12998c3-bb61-4912-a535-88da2b7d94f3";"2019-09-06 19:11:29";"2019-10-30 19:11:29";136252;33108.0;0
"0b42e619-c43a-4abe-8364-ab27234d0ee8";"43185c11-2a72-434a-9934-b6edcd9d21bc";"aa6031e0-7453-4f33-b5e3-a3249ba4f915";"2009-09-29 03:29:48";"2009-10-31 03:29:48";200896;26457.0;0
"0bc07aa3-15a6-47fb-950a-dfe6fbbe8681";"2c627fdd-511f-4596-a563-c93e128a1019";"c3843f5d-df34-4075-a5bb-80ce7174c43f";"2010-11-16 23:35:17";"2010-12-28 23:35:17";195177;15200.0;0
"0bd90beb-d28a-4792-9ceb-a40faf6046a2";"e2096907-820c-442d-96d1-50e4a2ab0d09";"fc439d35-0c22-416b-8b0e-f9134a109363";"2003-01-25 10:19:20";"2003-03-17 10:19:20";67627;12578.0;0
"0bdf6bb7-2451-4b97-95da-f0bb0017d136";"1fdb3c28-bda3-49c2-9742-ac5ee64c5274";"35ac7455-5d05-4f02-b40c-9ad63f2c7971";"2016-03-21 14:37:49";"2016-05-10 14:37:49";103688;30911.0;0
"0bfa6de8-099a-432d-a3dd-d6a5ab16b37e";"412512de-9b12-4448-ba3f-42b1e8ae36d3";"5a09d254-e074-4875-9cf2-cd0b1890c8c3";"2016-10-09 22:42:00";"2016-12-01 22:42:00";90506;18458.0;0
"0c164a6f-53be-424d-9e2b-3df9559b9b9e";"2dbb7454-6796-46e8-af5d-0ca4f9ba473c";"871ef857-aa9b-480c-aa6b-9ce163c0c994";"2002-11-23 13:36:32";"2003-01-05 13:36:32";64794;21182.0;0
"0c16e904-3ae1-4398-9c74-084fac1cbc00";"01e27409-fba5-47c3-b12a-8ee0a4e21558";"6f41f61f-4f4d-4ed4-8478-91eeb4760920";"2008-01-02 16:26:37";"2008-02-18 16:26:37";102803;17847.0;0
"0c400da2-45bc-47a3-bc20-b39388a4380d";"5efca8de-eee2-4794-bc0e-98f3371e671a";"59589a25-afe7-47f0-a3ea-5e5f0439dd51";"2012-11-13 19:55:43";"2012-12-04 19:55:43";74636;26029.0;0
"0c56a0e6-5715-4481-bb2a-f035cdc73e4e";"e7f3e5ce-525e-4e6b-b095-dfc3cd6f2c3f";"b4af464a-630d-4185-b174-189d60e5cbc9";"2011-12-30 00:45:42";"2012-02-08 00:45:42";178435;14803.0;0
