"VOYAGE_SHIPMENT_ID";"VOYAGE_ID";"SHIPMENT_ID"
"1d6a343a-6cab-464c-a004-439768042f3a";"0490148e-4b6a-4b18-b17e-5ad04d786f60";"a36039d6-5853-4466-9eaf-c89c7c86b311"
"a329707d-f2df-45c6-a70e-48bc5955a802";"0490148e-4b6a-4b18-b17e-5ad04d786f60";"1dcc1f06-e673-4060-9982-e6b5b0724364"
"ba619dbd-85e9-4f30-bc1a-e02ac701f87a";"0490148e-4b6a-4b18-b17e-5ad04d786f60";"2a63bcfd-a9a4-4a67-a291-6290849fda56"
"c776d22c-4566-4116-913f-4361eb3dcc57";"0490148e-4b6a-4b18-b17e-5ad04d786f60";"48609e63-4f6e-4d83-8d17-8e9d6ffd5111"
"675e3588-66e0-4b1d-b874-f819ddd56a8e";"04a8cb56-d383-4d17-9a55-b08fac9457f7";"26861d50-0d08-4a3b-8cda-e0a96896f77c"
"6bae5b6f-fc23-47ff-9b09-ce062d3bf467";"04a8cb56-d383-4d17-9a55-b08fac9457f7";"1bb37a93-dd06-4dcb-b1c2-5a3f64c05186"
"2f9e72a1-7c18-4c84-b7aa-100bf77c238b";"04c427aa-95bc-45c6-b2c7-4e21926fa616";"788ae426-4176-4cf6-b0b9-0d18e4cc4496"
"ca33200a-f21a-4fec-bec6-b310b1df8e46";"04c427aa-95bc-45c6-b2c7-4e21926fa616";"bae84322-d171-4296-91b5-e337a0a06f52"
"2506138b-06e8-49ff-a45b-d9db14e6010f";"05028d22-1d5a-4af4-b50f-537273f64617";"bd0f6089-dce4-4ac6-8752-d96de7519059"
"4f402899-14e6-4db2-9921-d7fd1255617d";"05028d22-1d5a-4af4-b50f-537273f64617";"9928f496-2742-42ff-a52e-83441d3de9c5"
"ba20c4f3-367a-451b-b390-4055ba4b0298";"05028d22-1d5a-4af4-b50f-537273f64617";"500ee9bc-23bc-42b2-859e-797e2ab12e17"
"c8cb949b-c179-4bd7-a449-2e92a4b4e1e8";"05028d22-1d5a-4af4-b50f-537273f64617";"a08d6810-61e4-464b-95ef-40aab04e3d2a"
"d98fd8ff-a3d0-43a0-8ded-3f9d7e7da229";"05028d22-1d5a-4af4-b50f-537273f64617";"d5b33165-2f77-4f06-b842-2a3121334ae0"
"53ce2cef-accb-4f6f-8331-e965932fb079";"05181208-86a0-4e14-8277-624641eab79e";"5ff92210-9df4-4b4a-88d8-a8ebc85ce097"
"67dc94c3-d94e-4006-9481-d910c8b6228c";"05181208-86a0-4e14-8277-624641eab79e";"5e4bc42c-9292-4f4f-80e8-ba69db60aab9"
"e811deeb-940e-4e49-ae64-8358f2921e2f";"05181208-86a0-4e14-8277-624641eab79e";"cd8e58cd-567d-446e-bf21-da429f85bd59"
"76cc4035-224f-44d2-be45-f6f8877a92d4";"052bdf95-36cc-4b71-be24-a4c4eb5c97f0";"a74d802d-48d5-4a9b-ba44-8ad7aeb822db"
"c27b0bb0-1db5-4515-a4b9-4168c74cc466";"053a0e95-99ae-417b-b8c6-772e8b9c172f";"a2d9aefd-38a1-4ceb-a773-ba994c291a53"
"5e5966ec-1f8b-41dd-8189-c877a3d5db3a";"05531f55-1204-4aa6-819d-8a1295496351";"8096cf11-337b-4565-a942-02ffab7b08a8"
"6831e743-fe2c-4d8c-a5d7-08c820ea4e88";"05531f55-1204-4aa6-819d-8a1295496351";"2bc8350c-0337-4c57-bb69-c8b570c90c7d"
"954a7e26-a32b-4395-8b0a-b86dbc689ad9";"05531f55-1204-4aa6-819d-8a1295496351";"d8680e5b-f241-4424-88d3-1bc51e4e99e5"
"9cf058a9-bd28-4ea6-a3ad-ecae49b20e4e";"05609cba-3e66-43b6-bdcc-7a50cbd34355";"558b01d5-89f2-41de-9e49-7bca336d625e"
"a62075f9-c71d-4dde-907c-cd3abe06d363";"05609cba-3e66-43b6-bdcc-7a50cbd34355";"e886dc84-049b-4fee-968b-590a81b72be9"
"8eaa30de-ab39-4c7a-99da-ec1ab59de61b";"0561d810-f45d-4836-af38-966f7f79cc38";"ad8f303f-f92e-43f5-abec-d660a9c8a705"
"7b5abbd8-45c1-4069-957b-bc65e76ebdd7";"0571b04b-ab60-49a6-a89b-9e95750ce586";"bda4456f-72f0-4e8e-9c22-f0ae819fbb6c"
"973c2250-103e-433d-98e9-7ae208996218";"0571b04b-ab60-49a6-a89b-9e95750ce586";"4e5e7dee-cdd4-4a17-827c-14a66a2a6610"
"c6b63200-8d46-44cf-8705-02b07d408b2b";"058011da-ab5a-4967-bd18-ad832217c8ac";"d9c69e7e-6fd9-4b4d-9792-4848342d5399"
"31834b67-62f4-4ba0-bdd1-a64c9c440c27";"05a38c1a-3168-471b-afd7-da9d8f643845";"0188286f-fa41-42e7-81fd-f9781c07a8c1"
"aa6a20cf-b071-449c-affc-c74a2da4dfff";"05a38c1a-3168-471b-afd7-da9d8f643845";"621333e8-b8f3-4b11-be90-63f740feaccb"
"e2db271e-a365-4bf8-9eef-9315c4f4e091";"05a38c1a-3168-471b-afd7-da9d8f643845";"81830033-3230-4d49-8ccb-28513e1c91dd"
"e92708e1-9f8c-4d07-88c4-2ce951687785";"05c2d8e2-e8fb-4dee-aea4-8f089123d1cf";"d25ca901-1340-4bc3-a1d7-7edc2fd0e167"
"2ebdab97-41d1-43e3-b7d2-5ce2014cb081";"05e25190-badf-4a13-8b37-7026a882facd";"58dd88bc-e52c-477a-ae88-a10945fc471a"
"7514e31c-9afb-4502-ba7d-eef63e0d7e38";"05e25190-badf-4a13-8b37-7026a882facd";"2c259194-43e4-4fa2-863e-2b9ee62e14be"
"fc79fd51-4877-4e75-bfe9-50441a7cce3d";"05e25190-badf-4a13-8b37-7026a882facd";"a7330f1e-b8d4-424a-8682-70ea22ca2e33"
"35689ef1-9337-470b-97a3-e67e91eebbb6";"05f38f2b-5cad-466c-a5a1-cb77cfea0f49";"cb192ded-6eac-464e-a624-e5e910cc1b4c"
"9ae99e49-6311-4b1c-800f-33021999f674";"05f38f2b-5cad-466c-a5a1-cb77cfea0f49";"f4d94225-d2e9-4d54-b3e5-0cdde048483c"
"9e454cba-127e-47df-857c-e73062456e6c";"0636937f-1256-4d91-b38e-621a5d486d5c";"e090a075-2106-49f1-9b3c-cc94f3431972"
"0d941538-aab0-4bc2-8e69-9d0d2b6b0d38";"0655f9f3-e993-46fa-bf8f-7b1df8e80ed1";"1d8ce185-6a6e-40b8-9939-d7d61bb6a5b6"
"7627933b-c0e5-4b4c-ae7e-9b3dfd5c6c86";"0658f13b-b23d-4e0e-9b2a-538174f32afa";"ac205f00-fbb6-4c1b-acfe-9689e0f7cfb5"
"7f97c287-a3ad-4c55-8580-9e2bb89bdec2";"0658f13b-b23d-4e0e-9b2a-538174f32afa";"5cab3eff-5419-44fe-9f3c-978bf8bd476a"
"5a45df9a-7d3e-4719-b11b-33f2e5cafb37";"066e9437-a189-42fc-bb3a-2c0757fc358b";"fa47b6fd-4c86-4a5f-bd7a-ea260a68a1e7"
"bc7b28dd-5548-4d3b-86e2-822783703363";"068a7e7e-d6c4-47cc-b480-05e15d6dda3a";"5d0bd21b-7a02-46b5-8f6c-bd873899e9fd"
"8f5d8968-f383-488b-b738-7f805338f3f9";"0692d4d4-32f9-41d4-85f9-c55c3fffe115";"293de09e-2875-45d3-bffa-02cd8b4bbfb0"
"4342356d-c402-4f15-9d7c-60054c232b00";"06a4255a-68b0-4d2c-a265-6a0033bb0984";"a5a1a41a-c457-4b49-bd2c-702274e8328e"
"7cbea043-5eff-452f-b0ba-aba3038d1abd";"06a4255a-68b0-4d2c-a265-6a0033bb0984";"85ff984d-f7a5-4029-96ee-a4aebf7e596e"
"b1ea665a-3423-4675-bf34-4b8f1c414909";"06a4255a-68b0-4d2c-a265-6a0033bb0984";"a7330f1e-b8d4-424a-8682-70ea22ca2e33"
"5d426357-1c06-4a2a-8ec0-fe1c585ab6dd";"06ae693f-a670-4dff-8202-859d6b2b91e4";"e0ac7001-3222-428e-afa6-a27b80844d99"
"c0532236-fc4b-446a-86ed-ae9e99d0187a";"06ae693f-a670-4dff-8202-859d6b2b91e4";"0e2d7828-b07b-4f61-a39e-8e70bd4f5fdd"
"88829b32-e50b-4ee5-94c8-4106bbf5278c";"06c52114-443a-45b4-ad94-a4a87a78607c";"d970fb50-0fdc-409c-984c-1648004b0416"
"d59d6c24-8ea9-4dfe-be4c-dd292d78cb34";"06c52114-443a-45b4-ad94-a4a87a78607c";"dcd5bb84-c3b9-4d5e-a8fb-ab0f95281015"
"ea346c62-1861-4a19-a154-df3c612f8fe7";"06c52114-443a-45b4-ad94-a4a87a78607c";"eb525ebf-ebc8-4ae4-b9ce-0816b507881d"
"eeb209a6-7245-44ac-b3c4-b5e7f1228a3f";"06c52114-443a-45b4-ad94-a4a87a78607c";"cf1575af-ac2d-4d0d-beb2-441311eeb59a"
"4fed6d51-9a31-439a-a697-f1962565163f";"072c299e-3853-4cbe-afc3-9414a78d3ffd";"febf970c-db76-4845-9ae9-ecb09ee2199f"
"6897b6e3-eb48-4bfc-9f95-91269c5dd4b9";"072c299e-3853-4cbe-afc3-9414a78d3ffd";"6d0d79ad-20cc-4c22-98f3-d9176ce7afe0"
"94fb203d-23a9-44e5-a32a-81bdb040ee8e";"074549d7-e70f-4d2a-bfad-cc947387b872";"939711dd-604d-402e-80e2-ab31d79978f6"
"a065b94d-031b-46c5-afe8-72fe85742ea9";"07902cc3-e9c4-4ebb-b4d8-8b7b54c785e8";"d8170beb-ebe8-4d51-bb52-132d49b83e0f"
"ca6b45f9-16de-4567-a614-6f6fab355970";"07902cc3-e9c4-4ebb-b4d8-8b7b54c785e8";"d3c7df5c-3cfa-43ac-b9fa-350d795fd411"
"52d5eb18-905e-4afc-b01c-3111256ab7b0";"07a3680c-f997-40d5-8d94-78ae72dc422b";"1d5b60cd-b699-4747-9781-52860c9649ee"
"643ed5c0-b270-4751-be23-5414daf80dab";"07ebd7dd-d0f6-48f4-a074-39892a69fcc5";"377bc364-5e13-4fb4-8971-b05f44ba9378"
"fa279a1f-b64f-4ab6-bfff-bd89dbc03562";"07ebd7dd-d0f6-48f4-a074-39892a69fcc5";"5ea6c70b-ab6b-4225-a185-aa443863e336"
"31cce88a-18cd-4868-ac69-1f9f38786612";"07f476ef-2699-4b0e-81e3-3550f827cb54";"0a0b2fa0-8dcd-4088-b7d4-4ac00d27425b"
"a3f4406f-ebfa-4a3f-b777-1ea7fafeae40";"07f476ef-2699-4b0e-81e3-3550f827cb54";"03f87347-87d8-47ef-b3eb-f6757c488d95"
"f1cdb0ed-b6b8-4676-88a5-170f6e9043ae";"07f476ef-2699-4b0e-81e3-3550f827cb54";"730526e7-d608-4325-81ca-95ced2e47909"
"19c22669-dea2-49a4-9391-7ce182dcdfb8";"08046c37-4fac-45db-bbba-2808fe0b2f3f";"6ba4f289-0887-4936-93af-4bb69d39898f"
"e30d29dd-5f99-4cb7-867d-677e372073b4";"08046c37-4fac-45db-bbba-2808fe0b2f3f";"b2fc0507-d54c-4519-8aa3-75b725b78d42"
"15430afb-40d3-4484-8298-c609aefb0ced";"0805974a-cb47-4dbc-a55f-1ccd24107915";"87f61a0c-3da1-4b2a-85a7-8dd2103a39ce"
"8c37f022-f221-4856-ad76-83da762bb397";"0805974a-cb47-4dbc-a55f-1ccd24107915";"c1f73129-6d46-49ff-a05e-1eba8d7fde2a"
"cc2203e2-268c-46d3-9983-ad5fb8626df4";"0805974a-cb47-4dbc-a55f-1ccd24107915";"6f15720b-aec8-4e94-b225-b0008daecd7f"
"438f7aef-2c46-485a-b9f2-f3f634fe1e75";"080658fa-77f2-410a-815b-a117ae5acc44";"d8769379-7614-4ea3-b5be-a8211ad2ad93"
"baaa4942-44a4-40d0-ba43-cf69275fb0f7";"080658fa-77f2-410a-815b-a117ae5acc44";"5634f6f7-d569-430a-bdf9-6aef55cc9c58"
"98f79e4a-221f-4c08-9c5a-11f6984aa225";"0830e701-9cb2-43dd-8d03-37ee9cc21af2";"d4872819-4ea0-4315-ae41-049ebffc8e10"
"b361b45c-ae49-4234-ac37-34679f3d1e95";"08797e6e-5f9f-4d99-96ef-988d7a7236ef";"02391e01-399d-4f52-9f06-0e3c9eb22c72"
"b4273fdd-c662-4b5c-9b98-68302ae2abe1";"08797e6e-5f9f-4d99-96ef-988d7a7236ef";"9ceecee4-4d18-404b-b7dc-245ec622635c"
"1f2d49d2-4217-400a-bfbc-df822fa25999";"08a8bfab-16c4-4bbd-bab3-8494d2166123";"828612ca-6833-4719-bb83-d4de5dfbfb6c"
"6e0bf35f-2498-4651-a667-bea376a72358";"08a8bfab-16c4-4bbd-bab3-8494d2166123";"814fc24e-7579-46c8-9b99-4ecd014b6886"
"a2a1e15a-8305-4b1f-9e8c-790345e14262";"08a8bfab-16c4-4bbd-bab3-8494d2166123";"752f3d5f-3ef4-4f15-8cf0-c060679f1f83"
"a3d915b1-df89-42c6-9064-0cb3a5d552cf";"08a8bfab-16c4-4bbd-bab3-8494d2166123";"85c7117a-a74e-4e65-b7ee-495ee87a9539"
"f2a7d9d3-3899-429c-8095-951d5c9b36a7";"08a8bfab-16c4-4bbd-bab3-8494d2166123";"9ef64090-8621-4eea-ac71-90b9f6a56fed"
"95c7fcfc-323c-45d7-a087-5388e050183f";"08d0e29c-edea-47ac-9308-0244160e83a4";"9ef64090-8621-4eea-ac71-90b9f6a56fed"
"ceeba8ba-d77d-447d-b599-2ae8c403a612";"08d0e29c-edea-47ac-9308-0244160e83a4";"fdc3ec66-1755-45a1-9756-695f22d87e4d"
"084bda5b-3e09-4ebc-9164-6ff91348480a";"08e7c195-bd76-48ba-8e08-7039d93f521f";"814ec897-4d3b-4f59-95c5-36e87c5c9327"
"235f63fc-0f38-4051-bc7a-e265ae7aec5d";"08e7c195-bd76-48ba-8e08-7039d93f521f";"a934ddc4-21a8-4191-bfa5-1e6344e26979"
"bb8a2b1d-3814-45ce-bd8e-93b310e4e72d";"08e7c195-bd76-48ba-8e08-7039d93f521f";"101b6bd7-76a4-47f6-99c7-febf89893b54"
"fb724c62-867e-497b-89f9-743f02f6e5e8";"08e7c195-bd76-48ba-8e08-7039d93f521f";"f3611931-fb9a-4b3d-a932-8316947daf8d"
"01fd01bc-05d3-4c55-841a-615af4a263c9";"08ebd325-a384-433e-8717-b38329055a56";"0912a2f3-e590-4e4c-ab40-b871dfb216d8"
